OBJECTID	FEATUREID	EXCLUDE	latitude	longitude	meanMaxTemp	maxMaxTemp	meanJulyTemp	meanAugTemp	meanSummerTemp	meanDays_18	meanDays_20	meanDays_22	yearsMaxTemp_18	freqMaxTemp_18	yearsMaxTemp_20	freqMaxTemp_20	yearsMaxTemp_22	freqMaxTemp_22	brooktrout_occupied_data	spring_salamander_occupied_data	areasqkm	forest	elevation	fwsopenwater	fwswetland	impervious	developed	deg_barr_all	highresm	highreskm	upstream_culvertcount	forestaction1	forestaction2	forestaction3	forestaction4	damaction1	damaction2	damaction3	culvertaction1	culvertaction2	culvertaction3
765	828494	0	42.66792327	-73.02928135	21.54875452	22.93380099	18.37926619	17.77719884	17.47594517	40	7	1	34	1	31	0	11	0	0	0	17.5932	0.904798445	618.4001767	0.000306937	0.025066503	0.747544506	0.057039083	0	1912.326451	1.912326451	1	0.904798445	0.904798445	0.904798445	0.904798445	0	0	0	1	1	0
766	828508	0	42.66005944	-73.03877194	26.00809753	28.06772163	17.90781379	17.22308208	16.96689459	28	11	7	34	1	34	1	34	1	0	0	9.0783	0.910577972	608.5095138	0.0095172	0.028353326	0.181223357	0.020025776	0	3595.1987	3.5951987	6	0.910577972	0.910577972	0.910577972	0.910577972	0	0	0	6	6	0
767	828515	1	42.61909427	-72.79758406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971.5257	0.893231234	586.4067721	0.02216174	0.037294124	0.541995955	0.037579448	0	1483.586551	1.483586551	2	0.893231234	0.9	0.893231234	0.893231234	0	0	0	2	0	2
768	828539	0	42.66269566	-73.01836657	20.07584723	21.34180707	17.49596733	16.88738004	16.59780411	22	4	0	34	1	18	0	0	0	0	0	0.7911	0.970420933	576.1349038	0	0	0.139931741	0.029579067	0	1133.786647	1.133786647	1	0.970420933	0.970420933	0.970420933	0.970420933	0	0	0	1	1	0
769	828543	0	42.6297135	-72.81526845	21.11149642	22.98593655	18.36108434	17.73271513	17.43136175	40	4	1	34	1	32	0	4	0	0	0	11.7828	0.841506263	397.0292592	0	0.007179957	0.492514513	0.037045524	0	3561.464434	3.561464434	3	0.841506263	0.9	0.841506263	0.841506263	0	0	0	3	3	0
770	828544	1	42.61694431	-72.80711969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968.6007	0.893428221	587.4186861	0.022228665	0.037388162	0.539563826	0.03751453	0	620.2011923	0.620201192	0	0.893428221	0.9	0.893428221	0.893428221	0	0	0	0	0	0
771	828567	0	42.66707509	-73.06033452	21.63913166	23.35918231	18.38318148	17.78968911	17.49368114	40	8	1	34	1	33	0	14	0	0	0	1.3482	0.941922563	641.8603841	0	0.006675567	0.016021362	0.006675567	21	3176.799295	3.176799295	1	0.941922563	0.941922563	0.941922563	0.941922563	21	21	0	1	1	0
772	828577	0	42.65359573	-73.04869366	22.4640541	24.04694027	18.93172991	18.3208626	18.0306845	52	14	2	34	1	34	1	26	0	0	0	6.4962	0.933361042	626.2394197	0.012745913	0.034912718	0.05527847	0.009559435	0	2065.814273	2.065814273	2	0.933361042	0.933361042	0.933361042	0.933361042	0	0	0	2	2	0
773	828578	0	42.65450416	-73.02656321	22.68764438	24.50285189	19.26470331	18.64230199	18.36111055	58	20	3	34	1	34	1	26	0	0	0	27.7137	0.910141915	611.101581	0.003312441	0.025200533	0.534569545	0.04289936	3	1288.323841	1.288323841	0	0.910141915	0.910141915	0.910141915	0.910141915	3	0	3	0	0	0
774	828616	0	42.6550764	-73.01323222	21.89260841	23.53202547	18.99581044	18.38534159	18.10004393	54	14	2	34	1	33	0	17	0	0	0	28.7802	0.911845644	609.0764914	0.003189693	0.024266683	0.526017887	0.042935768	8	370.1580666	0.370158067	0	0.911845644	0.911845644	0.911845644	0.911845644	8	0	8	0	0	0
775	828617	0	42.63430029	-72.86878955	22.96576962	24.42811903	19.95496591	19.35154212	19.03885304	73	33	3	34	1	34	1	29	0	0	0	31.1067	0.884008911	429.8350597	0.000405057	0.011052281	0.604432486	0.054682753	0	1658.521861	1.658521861	3	0.884008911	0.9	0.884008911	0.884008911	0	0	0	3	0	3
776	828618	1	42.62472022	-72.86733128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935.6328	0.894734665	595.5289329	0.023008065	0.0385103	0.533706493	0.037161694	0	737.9779178	0.737977918	0	0.894734665	0.9	0.894734665	0.894734665	0	0	0	0	0	0
777	828634	1	42.61615738	-72.82050156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956.4525	0.894171117	589.9194018	0.022510998	0.037772707	0.538571126	0.037465007	0	3079.301428	3.079301428	3	0.894171117	0.9	0.894171117	0.894171117	0	0	0	3	0	3
778	828641	1	42.63878711	-72.91545013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807.5925	0.894062909	620.3224299	0.026226841	0.042004848	0.542446717	0.035960215	5	2991.710433	2.991710433	2	0.894062909	0.9	0.894062909	0.894062909	5	0	5	2	0	2
779	828647	0	42.6111611	-72.72637904	22.03097657	24.00998069	18.34717569	17.77251291	17.44499463	40	7	1	34	1	33	0	17	0	0	0	3.4065	0.810303831	245.2785128	0.006076618	0.01347424	5.25653897	0.142668428	4	3273.719471	3.273719471	5	0.810303831	0.9	0.810303831	0.810303831	4	4	0	5	5	0
780	828655	0	42.66183041	-73.06726475	20.56204045	22.49968419	16.75277703	16.15151159	15.85816699	11	2	1	34	1	23	0	1	0	0	0	1.0818	0.930116473	642.8416574	0	0.045757072	0	0	0	1423.983326	1.423983326	1	0.930116473	0.930116473	0.930116473	0.930116473	0	0	0	1	1	0
781	828661	0	42.65719524	-73.05611745	19.39393747	20.84854285	16.84272895	16.20233879	15.91304553	12	1	0	31	0	7	0	0	0	0	0	3.7422	0.941798942	639.0287031	0	0.055074555	0.043049543	0.004810005	0	1122.414241	1.122414241	1	0.941798942	0.941798942	0.941798942	0.941798942	0	0	0	1	1	0
782	828662	1	42.63035188	-72.89736533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879.9696	0.895663896	607.8411135	0.024444026	0.040252868	0.527643228	0.036344892	0	1679.854343	1.679854343	1	0.895663896	0.9	0.895663896	0.895663896	0	0	0	1	0	1
783	828663	0	42.6332051	-72.891639	22.93830724	24.28645858	19.28108857	18.69126228	18.36911948	60	22	3	34	1	34	1	30	0	0	0	7.7274	0.896925227	356.4418096	0.000116469	0.01490799	0.580246914	0.03936641	0	2114.047061	2.114047061	3	0.896925227	0.9	0.896925227	0.896925227	0	0	0	3	3	0
784	828664	0	42.64981636	-72.88648388	22.59412553	24.17279799	18.91294129	18.33490584	18.02054142	54	16	2	34	1	34	1	29	0	0	0	4.5711	0.79582595	363.0490025	0	0.001575113	0.860405592	0.040559165	0	6028.015983	6.028015983	3	0.79582595	0.9	0.8	0.79582595	0	0	0	3	3	0
785	828665	1	42.62281797	-72.87352882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903.9024	0.895227294	601.4786235	0.023801795	0.039481807	0.529143633	0.036498741	0	347.8032668	0.347803267	0	0.895227294	0.9	0.895227294	0.895227294	0	0	0	0	0	0
786	828666	1	42.61237261	-72.74025498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1293.849	0.884328851	541.7908077	0.017356585	0.032532467	0.595340183	0.040240399	57	4325.775398	4.325775398	4	0.884328851	0.9	0.884328851	0.884328851	57	0	57	4	0	4
787	828680	1	42.6236439	-72.89179995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888.1173	0.895643177	605.49323	0.024220787	0.040018362	0.528143073	0.036381343	0	142.016677	0.142016677	0	0.895643177	0.9	0.895643177	0.895643177	0	0	0	0	0	0
788	828681	1	42.6255256	-72.88234558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899.0586	0.895766972	602.8058287	0.023930031	0.039686512	0.527461725	0.03647215	3	382.2904314	0.382290431	0	0.895766972	0.9	0.895766972	0.895766972	3	0	3	0	0	0
789	828682	0	42.58238853	-72.63899574	22.47909381	23.91535747	19.40469609	18.78526386	18.4706167	62	20	3	34	1	34	1	25	0	0	0	1.8531	0.696940262	187.4814462	0.000485673	0.007770763	4.339485187	0.153472559	3	2711.422541	2.711422541	5	0.696940262	0.9	0.8	0.7	3	3	0	5	5	0
790	828683	1	42.57430403	-72.57981451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1719.5373	0.857782672	475.0548833	0.013610929	0.031506906	1.076196079	0.053040489	0	964.7964874	0.964796487	1	0.857782672	0.9	0.857782672	0.857782672	0	0	0	1	0	1
791	828689	1	42.62360832	-72.85343452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940.8285	0.894610973	593.9672125	0.02288196	0.038326326	0.535374726	0.037256843	0	2043.322566	2.043322566	0	0.894610973	0.9	0.894610973	0.894610973	0	0	0	0	0	0
792	828690	1	42.61584905	-72.83927799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943.6959	0.894580235	593.2994439	0.022812434	0.038230854	0.535692589	0.037349638	0	499.4584119	0.499458412	0	0.894580235	0.9	0.894580235	0.894580235	0	0	0	0	0	0
793	828691	0	42.6243018	-72.83569274	20.95426648	22.20068803	18.41675774	17.81155889	17.50167947	42	7	1	34	1	29	0	3	0	0	0	7.6302	0.863882991	370.3407445	0.000353857	0.00554376	0.557914603	0.04269875	0	1159.158542	1.159158542	3	0.863882991	0.9	0.863882991	0.863882991	0	0	0	3	3	0
794	828692	1	42.61768514	-72.83248122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952.0785	0.894143393	591.2185863	0.022614417	0.037938678	0.536781158	0.037453739	0	736.9934993	0.736993499	0	0.894143393	0.9	0.894143393	0.894143393	0	0	0	0	0	0
795	828717	0	42.63306549	-72.9266441	21.78842335	23.34701137	18.07353689	17.51402137	17.19588621	36	7	2	34	1	33	0	16	0	0	0	82.0971	0.91779125	550.1635723	0.005810193	0.023591576	0.444874423	0.042830989	0	1016.888405	1.016888405	0	0.91779125	0.91779125	0.91779125	0.91779125	0	0	0	0	0	0
796	828735	0	42.60022399	-72.69101923	22.79212879	24.49665946	19.80292168	19.20830643	18.87758684	70	28	5	34	1	34	1	27	0	0	0	5.2902	0.608880572	317.1175476	0.000510378	0.054440286	1.26097312	0.07706703	17	2607.193309	2.607193309	2	0.608880572	0.9	0.8	0.7	17	17	0	2	2	0
797	828736	0	42.60025073	-72.68096695	22.63909919	24.11066133	19.67729058	19.08821213	18.75047719	68	27	4	34	1	34	1	25	0	0	0	2.205	0.668163265	262.2223863	0	0.052244898	2.504489796	0.112244898	0	4702.827228	4.702827228	9	0.668163265	0.9	0.8	0.7	0	0	0	9	9	0
798	828748	0	42.60842577	-72.80450709	22.71019545	24.1919095	19.48717934	18.87819769	18.56697926	64	23	4	34	1	34	1	26	0	0	0	1.8009	0.978010995	286.5979807	0	0.003998001	0.228385807	0.021489255	0	2309.249453	2.309249453	3	0.978010995	0.978010995	0.978010995	0.978010995	0	0	0	3	3	0
799	828749	1	42.59874291	-72.73002504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297.6758	0.884038833	540.891919	0.017321353	0.032471901	0.610605592	0.04059265	0	421.8520528	0.421852053	0	0.884038833	0.9	0.884038833	0.884038833	0	0	0	0	0	0
800	828756	0	42.6238287	-72.8827212	20.87945609	22.31413648	18.28930521	17.67752169	17.38550901	36	6	1	34	1	28	0	4	0	0	0	10.7028	0.920787084	389.2381352	0.000336361	0.013033972	0.272115708	0.037251934	0	965.7718507	0.965771851	4	0.920787084	0.920787084	0.920787084	0.920787084	0	0	0	4	4	0
801	828757	0	42.59575959	-72.7342121	21.08153655	22.52519253	18.52835541	17.90910764	17.59476471	46	8	1	34	1	30	0	5	0	0	0	3.3831	0.817238627	257.0899234	0.01330141	0.00585262	2.430167598	0.105879223	0	300.3544627	0.300354463	1	0.817238627	0.9	0.817238627	0.817238627	0	0	0	1	1	0
802	828761	0	42.59396993	-72.67211006	20.82043511	22.28448279	18.18030355	17.60082226	17.26687113	37	5	1	34	1	29	0	3	0	0	0	1.0314	0.666666667	230.7831221	0	0.016579407	2.261780105	0.114310646	0	1917.640569	1.917640569	2	0.666666667	0.9	0.8	0.7	0	0	0	2	2	0
803	828762	0	42.59268886	-72.66456163	20.82044801	22.20878291	18.19683913	17.573032	17.25935941	35	6	1	34	1	27	0	2	0	0	0	1.3239	0.848402447	240.6297425	0.004078858	0.018354861	0.690686608	0.067301156	23	1932.86382	1.93286382	2	0.848402447	0.9	0.848402447	0.848402447	23	23	0	2	2	0
804	828784	0	42.5892185	-72.59987578	23.04976931	24.29822547	20.13286898	19.52784159	19.20957251	76	34	4	34	1	34	1	31	0	0	0	231.75	0.79104466	293.2300059	0.00263301	0.026135922	3.334217476	0.105017476	0	3736.605364	3.736605364	5	0.79104466	0.9	0.8	0.79104466	0	0	0	5	0	5
805	828813	0	42.56163442	-72.57957794	21.58599041	23.17533006	18.89817532	18.30019193	17.97117477	52	12	1	34	1	33	0	11	0	0	0	1.2681	0.715400994	89.59695263	0	0.007806955	0.175301632	0.013484741	4	1604.814992	1.604814992	3	0.715400994	0.9	0.8	0.715400994	4	4	0	3	3	0
806	828835	0	42.64812849	-72.99397862	20.09667025	21.37224483	17.62259852	17.02061754	16.71952192	24	3	0	34	1	19	0	0	0	0	0	2.5722	0.657802659	485.7633063	0.003848845	0.013995801	2.156752974	0.155353394	0	2306.479607	2.306479607	2	0.657802659	0.9	0.8	0.7	0	0	0	2	2	0
807	828836	0	42.58579425	-72.74361603	20.9051547	22.07124108	18.48568232	17.88339621	17.56769031	44	7	1	34	1	29	0	3	0	0	0	1.4049	0.918641896	263.7606601	0	0.003203075	1.397181294	0.079436259	1	696.2852476	0.696285248	3	0.918641896	0.918641896	0.918641896	0.918641896	1	1	0	3	3	0
808	828837	1	42.5940321	-72.73086694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301.3658	0.883804	540.0591741	0.017306817	0.032395042	0.61616557	0.040785996	0	478.4119655	0.478411966	0	0.883804	0.9	0.883804	0.883804	0	0	0	0	0	0
809	828852	0	42.60600644	-72.82883414	20.70457149	21.86721979	18.03508703	17.42362367	17.11246008	35	5	0	34	1	27	0	0	0	0	0	1.8153	0.985622211	363.3577047	0	0	0.016360932	0.002478929	0	1554.307817	1.554307817	2	0.985622211	0.985622211	0.985622211	0.985622211	0	0	0	2	2	0
810	828860	1	42.57126847	-72.60995761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480.0959	0.869928631	505.6228132	0.015394475	0.032148593	0.701872426	0.044309359	0	1116.807918	1.116807918	0	0.869928631	0.9	0.869928631	0.869928631	0	0	0	0	0	0
811	828861	1	42.56830568	-72.60038865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712.2401	0.859121393	476.7679266	0.01366368	0.031396765	1.058099153	0.052527505	0	866.3093136	0.866309314	0	0.859121393	0.9	0.859121393	0.859121393	0	0	0	0	0	0
812	828862	1	42.56774678	-72.58933765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1717.4781	0.858056007	475.5338357	0.013627248	0.031531057	1.070069889	0.052949496	0	6188.833832	6.188833832	12	0.858056007	0.9	0.858056007	0.858056007	0	0	0	12	0	12
813	828870	0	42.58541965	-72.73466374	28.24191492	30.33432301	20.19958143	19.66627136	19.31568256	73	38	18	34	1	34	1	34	1	0	0	1.1277	0.942537909	230.778057	0	0.003192338	1.600159617	0.052673583	0	440.8129974	0.440812997	1	0.942537909	0.942537909	0.942537909	0.942537909	0	0	0	1	1	0
814	828893	0	42.64479582	-72.97586312	20.73119724	21.90817224	18.22698819	17.60854857	17.32026366	36	6	0	34	1	28	0	0	0	0	0	1.5012	0.961630695	496.1041854	0	0	0.105515588	0.010791367	0	1599.769333	1.599769333	0	0.961630695	0.961630695	0.961630695	0.961630695	0	0	0	0	0	0
815	828894	0	42.6252299	-72.92040536	20.89287625	22.25937029	18.32832594	17.72609088	17.41834018	40	6	1	34	1	28	0	2	0	0	0	0.7578	0.996437055	387.8456011	0	0	0	0	0	1068.493905	1.068493905	0	0.996437055	0.996437055	0.996437055	0.996437055	0	0	0	0	0	0
816	828895	0	42.62488951	-72.90475958	21.16948992	22.75421235	18.65261534	18.04361148	17.74202348	48	8	1	34	1	31	0	5	0	0	0	71.5878	0.918646753	471.6023794	0.004588771	0.020580322	0.310087752	0.038218803	20	1251.363389	1.251363389	8	0.918646753	0.918646753	0.918646753	0.918646753	20	0	20	8	0	8
817	828911	0	42.64954756	-73.06583704	21.38914045	23.8184231	17.08012183	16.47918246	16.16970153	18	3	1	34	1	32	0	9	0	0	0	2.2014	0.959525756	649.2814471	0	0.044562551	0	0	0	2990.871447	2.990871447	0	0.959525756	0.959525756	0.959525756	0.959525756	0	0	0	0	0	0
818	828912	0	42.63766243	-72.95429361	22.3727857	24.47731875	18.04649808	17.43848406	17.14949614	34	7	1	34	1	34	1	22	0	0	0	77.1435	0.914250715	556.0469227	0.006183282	0.025106457	0.46474946	0.043924634	8	4959.436478	4.959436478	1	0.914250715	0.914250715	0.914250715	0.914250715	8	0	8	1	0	1
819	828913	0	42.6280391	-72.93465523	22.4535084	24.18564242	18.2340296	17.61641986	17.31370381	34	9	1	34	1	34	1	24	0	0	0	3.9861	0.996161662	491.6884557	0	0	0.00835403	0.002483631	0	933.4447325	0.933444733	1	0.996161662	0.996161662	0.996161662	0.996161662	0	0	0	1	1	0
820	828914	0	42.57249317	-72.63301867	23.45022588	25.47522354	19.13807058	18.54442341	18.20850946	58	18	4	34	1	34	1	32	0	0	0	1.5336	0.751760563	174.9248298	0	0	4.596244131	0.141431925	0	2282.915212	2.282915212	7	0.751760563	0.9	0.8	0.751760563	0	0	0	7	7	0
821	828936	0	42.63325775	-72.97441883	20.43393441	21.77457001	17.96691313	17.36327293	17.05962858	32	5	0	34	1	23	0	0	0	0	0	69.948	0.914500772	570.8376912	0.006819352	0.027689141	0.432977355	0.040285641	1	165.5524057	0.165552406	1	0.914500772	0.914500772	0.914500772	0.914500772	1	0	1	1	0	1
822	828951	0	42.63454879	-72.98074632	20.04036051	21.23779927	17.47862266	16.87355144	16.57391037	20	3	0	34	1	18	0	0	0	0	0	60.228	0.915316796	578.3600095	0.007845188	0.026135684	0.441646742	0.040944411	3	1255.288656	1.255288656	0	0.915316796	0.915316796	0.915316796	0.915316796	3	0	3	0	0	0
823	828957	0	42.61238199	-72.86039561	20.25937382	21.30482576	17.763277	17.15798446	16.8513853	30	4	0	34	1	22	0	0	0	0	0	2.0799	0.968411943	393.1642393	0.000432713	0.001730852	0.036780614	0.01254868	0	2166.849873	2.166849873	2	0.968411943	0.968411943	0.968411943	0.968411943	0	0	0	2	2	0
824	828971	0	42.61712938	-72.89192196	25.22326622	26.77417471	20.60370351	20.08145358	19.7506466	81	50	23	34	1	34	1	34	1	0	0	1.2753	0.899082569	291.8105784	0	0.028934368	0.183486239	0.011291461	0	1908.792351	1.908792351	1	0.899082569	0.9	0.899082569	0.899082569	0	0	0	1	1	0
825	828972	0	42.6004167	-72.76222156	25.36074935	26.97769602	20.87609611	20.37142864	20.01475942	87	54	25	34	1	34	1	34	1	0	0	7.4016	0.914883268	323.8380998	0.001580739	0.012037938	0.473857004	0.038910506	2	2759.990718	2.759990718	3	0.914883268	0.914883268	0.914883268	0.914883268	2	2	0	3	3	0
826	828991	0	42.5819446	-72.67098733	24.58279482	26.33307113	18.99937735	18.43585003	18.09647932	53	18	4	34	1	34	1	34	1	0	0	2.8647	0.735469683	225.9128714	0.002199183	0.017907634	1.391768772	0.087024819	0	1012.153554	1.012153554	1	0.735469683	0.9	0.8	0.735469683	0	0	0	1	1	0
827	828992	0	42.57867675	-72.66379258	24.50572764	26.47349941	19.04691487	18.41960325	18.11503404	54	16	4	34	1	34	1	34	1	0	0	1.2096	0.834821429	213.338307	0	0.027529762	0.521577381	0.045386905	0	1124.263605	1.124263605	1	0.834821429	0.9	0.834821429	0.834821429	0	0	0	1	1	0
828	829021	0	42.59069616	-72.74906531	24.33870003	25.85375753	20.01834844	19.43214794	19.12440133	74	34	10	34	1	34	1	34	1	0	0	1.8954	0.74691358	257.7989738	0.02374169	0.008072175	3.058879392	0.122981956	2	2612.627325	2.612627325	6	0.74691358	0.9	0.8	0.74691358	2	2	0	6	6	0
829	829028	0	42.62462735	-72.95355803	22.9167897	24.56089073	18.76395717	18.14065221	17.83004827	47	14	2	34	1	34	1	31	0	0	0	2.1339	0.997469422	531.8608139	0	0	0	0	0	3419.191688	3.419191688	0	0.997469422	0.997469422	0.997469422	0.997469422	0	0	0	0	0	0
830	829038	0	42.64510905	-73.04592853	21.08285326	22.76058923	17.84514581	17.2334932	16.93975637	29	5	1	34	1	32	0	5	0	0	0	1.2096	0.796875	593.2017665	0.122767857	0.035714286	0.139880952	0.029017857	2	1565.778416	1.565778416	1	0.796875	0.9	0.8	0.796875	2	2	0	1	1	0
831	829045	0	42.64459628	-73.02919713	20.24143782	21.70540779	17.72876573	17.11704011	16.82092701	26	4	0	34	1	20	0	0	0	0	0	5.1543	0.904138292	587.4039726	0.050113497	0.048891217	0.129387114	0.018858041	0	2732.625059	2.732625059	1	0.904138292	0.904138292	0.904138292	0.904138292	0	0	0	1	1	0
832	829046	0	42.64332181	-73.00878316	19.86722723	21.09932735	17.31456145	16.69541864	16.39977818	19	3	0	34	1	15	0	0	0	0	0	37.4139	0.916311852	593.9383253	0.009357485	0.0255226	0.429217483	0.036130957	0	3268.411233	3.268411233	0	0.916311852	0.916311852	0.916311852	0.916311852	0	0	0	0	0	0
833	829047	0	42.63302927	-72.98931073	20.02349462	21.19004204	17.51443374	16.90038621	16.60206357	24	4	0	34	1	18	0	0	0	0	0	56.6973	0.927917202	585.2537948	0.008159119	0.027128276	0.340841627	0.034096862	2	1354.686449	1.354686449	0	0.927917202	0.927917202	0.927917202	0.927917202	2	0	2	0	0	0
834	829058	0	42.62086914	-72.9414447	19.87830224	21.36874667	17.31111112	16.69183674	16.39102082	19	2	0	33	0	16	0	0	0	0	0	1.08	1	490.8428507	0	0	0	0	0	701.3389989	0.701338999	0	1	1	1	1	0	0	0	0	0	0
835	829095	0	42.6048205	-72.84555552	22.34669428	23.8595692	19.32312666	18.71151252	18.40873495	59	22	3	34	1	34	1	22	0	0	0	2.4957	0.910926794	397.4027236	0	0.007212405	0.198701767	0.048323116	0	1722.370943	1.722370943	2	0.910926794	0.910926794	0.910926794	0.910926794	0	0	0	2	2	0
836	829107	0	42.60246243	-72.77809205	21.69947855	23.65668803	18.6365071	18.03193308	17.7159014	47	8	1	34	1	33	0	12	0	0	0	46.827	0.830597732	390.4103754	0.001037863	0.014760715	0.67347684	0.047703248	0	3962.861319	3.962861319	5	0.830597732	0.9	0.830597732	0.830597732	0	0	0	5	0	5
837	829150	0	42.59767495	-72.80386471	20.27224016	21.71108577	17.78948652	17.17638206	16.86671222	29	4	0	34	1	20	0	0	0	0	0	3.3516	0.816595059	331.5575963	0	0.011546724	0.725295381	0.040816327	15	2849.216895	2.849216895	6	0.816595059	0.9	0.816595059	0.816595059	15	15	0	6	6	0
838	829151	1	42.58700671	-72.71892708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307.8017	0.883555512	538.4430558	0.017221648	0.032273471	0.621847028	0.040926618	15	2458.80283	2.45880283	0	0.883555512	0.9	0.883555512	0.883555512	15	0	15	0	0	0
839	829152	0	42.60135941	-72.70543122	20.4225141	21.74115341	17.97607275	17.35948818	17.04498411	32	5	0	34	1	21	0	0	0	0	0	5.1048	0.721438646	316.1263443	0.000176305	0.01251763	1.25	0.068229901	0	7432.748002	7.432748002	6	0.721438646	0.9	0.8	0.721438646	0	0	0	6	6	0
840	829195	0	42.58103347	-72.68642386	21.16074306	22.81382099	18.42811415	17.81642364	17.500697	42	5	1	34	1	32	0	4	0	0	0	10.3041	0.626604944	270.1226457	0.000262032	0.041575683	1.824002096	0.095117478	14	2268.373255	2.268373255	4	0.626604944	0.9	0.8	0.7	14	14	0	4	4	0
841	829196	0	42.57624042	-72.67566733	21.28455813	23.18021797	18.5509254	17.9451227	17.62121644	44	9	1	34	1	30	0	11	0	0	0	4.5675	0.773399015	215.3454556	0.00137931	0.020098522	1.033694581	0.068374384	47	758.1310395	0.75813104	1	0.773399015	0.9	0.8	0.773399015	47	47	0	1	1	0
842	829212	0	42.63835915	-73.05029732	19.56272518	21.89326481	16.77838324	16.16169598	15.90035678	10	1	0	34	1	9	0	0	0	0	0	1.9206	0.966260544	619.239281	0.007966261	0.078725398	0.016869728	0.011246485	1	2068.561796	2.068561796	1	0.966260544	0.966260544	0.966260544	0.966260544	1	1	0	1	1	0
843	829219	0	42.62690317	-72.99313133	20.37078106	21.8013694	17.73869297	17.14268168	16.83916036	28	3	0	34	1	24	0	0	0	0	0	18.1071	0.951488643	576.1185321	0.006213032	0.032108952	0.171827626	0.031810726	0	1152.402785	1.152402785	0	0.951488643	0.951488643	0.951488643	0.951488643	0	0	0	0	0	0
844	829225	0	42.6141437	-72.88273394	23.9100726	25.61334122	20.48359101	19.8792414	19.56751139	81	46	14	34	1	34	1	34	1	0	0	9.2988	0.933507549	405.6087186	0.000387147	0.009485095	0.251645374	0.038327526	0	3228.42707	3.22842707	4	0.933507549	0.933507549	0.933507549	0.933507549	0	0	0	4	4	0
845	829226	0	42.55661337	-72.59992646	24.12985002	25.64910881	20.7607088	20.16896807	19.83430039	85	48	12	34	1	34	1	34	1	0	0	2.556	0.480633803	63.92243451	0	0.104929577	3.823239437	0.149647887	0	5766.97846	5.76697846	10	0.480633803	0.9	0.8	0.7	0	0	0	10	10	0
846	829257	1	42.5643283	-72.61741245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1477.4715	0.87046877	506.2987613	0.015419993	0.032155747	0.695283056	0.044157806	0	1658.725421	1.658725421	0	0.87046877	0.9	0.87046877	0.87046877	0	0	0	0	0	0
847	829273	0	42.58303376	-72.76062335	24.58373841	26.52933788	19.77862775	19.1551719	18.86071516	68	32	11	34	1	34	1	34	1	0	0	1.6236	0.94345898	338.3601968	0.000554324	0.017184035	0.19345898	0.039356984	9	1758.6378	1.7586378	2	0.94345898	0.94345898	0.94345898	0.94345898	9	9	0	2	2	0
848	829274	0	42.56417522	-72.63174205	25.27132579	27.09665112	20.40230466	19.81390098	19.47976609	79	42	16	34	1	34	1	34	1	0	0	1.4652	0.711302211	160.9304046	0.000614251	0.014742015	1.343980344	0.057739558	0	2811.776865	2.811776865	7	0.711302211	0.9	0.8	0.711302211	0	0	0	7	7	0
849	829302	1	42.55759599	-72.62001092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474.7481	0.871078457	507.0273574	0.015447859	0.032144337	0.691358951	0.044036741	0	206.2431047	0.206243105	0	0.871078457	0.9	0.871078457	0.871078457	0	0	0	0	0	0
850	829326	1	42.57625711	-72.70733363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313.8713	0.882812495	537.2933505	0.017142775	0.032173014	0.624939977	0.041056761	0	856.0830069	0.856083007	0	0.882812495	0.9	0.882812495	0.882812495	0	0	0	0	0	0
851	829375	0	42.58797809	-72.78790975	21.00090778	22.2148902	18.37117874	17.77334481	17.45260581	40	6	1	34	1	31	0	2	0	0	0	39.6252	0.833719451	411.0937751	0.001203779	0.016126102	0.590192605	0.046720269	0	1122.006105	1.122006105	2	0.833719451	0.9	0.833719451	0.833719451	0	0	0	2	0	2
